美華泰,	2017/6/4 11:34,卡辣姆久洋芋片-勁辣唐辛子【美華泰】78g,29,https://tw.mall.yahoo.com/item/p0009133643770,100,銷售件數：0,卡辣姆久,洋芋片,勁辣,唐辛子,美華泰,78g
美華泰,	2017/6/4 11:34,卡辣姆久洋芋片-卡辣海苔【美華泰】78g,29,https://tw.mall.yahoo.com/item/p0009133643443,100,銷售件數：0,卡辣姆久,洋芋片,卡辣,海苔,美華泰,78g
美華泰,	2017/6/4 11:34,嗄嗄叫嗄嗄叫麥香雞翅- 紐奧良雞翅【美華泰】110g,25,https://tw.mall.yahoo.com/item/p0009133642036,100,銷售件數：0,嗄嗄叫,嗄嗄叫,麥香,雞翅,紐奧良,雞翅,美華泰,110g
美華泰,	2017/6/4 11:34,嗄嗄叫麥香雞塊-黑胡椒【美華泰】125g,25,https://tw.mall.yahoo.com/item/p0009133641182,100,銷售件數：0,嗄嗄叫,麥香,雞塊,黑胡椒,美華泰,125g
美華泰,	2017/6/4 11:34,華元波的多蚵仔煎-原味【美華泰】78g,29,https://tw.mall.yahoo.com/item/p0009133632607,100,銷售件數：0,華元,波的多,蚵仔煎,原味,美華泰,78g
美華泰,	2017/6/4 11:34,華元野菜園 (全素)【美華泰】45g,20,https://tw.mall.yahoo.com/item/p0009133630067,100,銷售件數：0,華元,野,菜園,全素,美華泰,45g
美華泰,	2017/6/4 11:34,嗄嗄叫帝王蟹風味餅【美華泰】100g,25,https://tw.mall.yahoo.com/item/p0009133640358,100,銷售件數：0,嗄嗄叫,帝王蟹,風味,餅,美華泰,100g
美華泰,	2017/6/4 11:34,卡滋心爆薯球鮮脆 - 海苔口味(全素)【美華泰】50g,29,https://tw.mall.yahoo.com/item/p0009133628621,100,銷售件數：0,卡滋,心爆薯球,鮮脆,海苔,口味,全素,美華泰,50g
美華泰,	2017/6/4 11:34,可樂果 - 芥末【美華泰】57g,20,https://tw.mall.yahoo.com/item/p0009133626930,100,銷售件數：0,可樂果,芥末,美華泰,57g
美華泰,	2017/6/4 11:34,卡滋心爆薯球鮮脆 - 卡滋心爆薯球嫩感雞汁【美華泰】50g,29,https://tw.mall.yahoo.com/item/p0009133629211,100,銷售件數：0,卡滋,心爆薯球,鮮脆,卡滋,心爆薯球,嫩感,雞汁,美華泰,50g
美華泰,	2017/6/4 11:34,可樂果 - 九層塔【美華泰】57g,20,https://tw.mall.yahoo.com/item/p0009133626234,100,銷售件數：0,可樂果,九層塔,美華泰,57g
美華泰,	2017/6/4 11:34,可樂果 - 古早味【美華泰】105g,35,https://tw.mall.yahoo.com/item/p0009133625371,100,銷售件數：0,可樂果,古早味,美華泰,105g
美華泰,	2017/6/4 11:34,可樂果 - 原味【美華泰】105g,35,https://tw.mall.yahoo.com/item/p0009133624783,100,銷售件數：0,可樂果,原味,美華泰,105g
美華泰,	2017/6/4 11:34,可樂果-辛起司口味【美華泰】95g,35,https://tw.mall.yahoo.com/item/p0009133623197,100,銷售件數：0,可樂果,辛,起司,口味,美華泰,95g
美華泰,	2017/6/4 11:34,白蘭洗衣精補充包(強效/陽光/蘆薈)【美華泰】1.6g x2包,130,https://tw.mall.yahoo.com/item/p0009133607999,100,銷售件數：0,白蘭,洗衣精,補充,包,強效,陽光,蘆薈,美華泰,1.6,gx2,包
美華泰,	2017/6/4 11:34,LOTTE 樂天蛋黃派【美華泰】10入,89,https://tw.mall.yahoo.com/item/p0009133551000,100,銷售件數：0,LOTTE,樂天,蛋黃,派,美華泰,10,入
美華泰,	2017/6/4 11:34,LOTTE 樂天蛋黃派【美華泰】6入,69,https://tw.mall.yahoo.com/item/p0009133553353,100,銷售件數：0,LOTTE,樂天,蛋黃,派,美華泰,6,入
美華泰,	2017/6/4 11:34,拭拭樂酷爽潔膚巾【美華泰】20枚 買一送一,59,https://tw.mall.yahoo.com/item/p0009133449183,100,銷售件數：0,拭拭樂,酷爽,潔膚巾,美華泰,20,枚,買一送一
