寶雅,2017-06-04 12:10:49,【買一送一】芙夏妮水水亮澤洗髮乳550ml【寶雅】芙夏妮 亮澤 洗髮乳,148元,https://tw.mall.yahoo.com/item/p0052101377494,50,銷售件數：4
寶雅,2017-06-04 12:10:49,【買一送一】味覺噗啾條糖50g(六款任選)【寶雅】UHA,78元,https://tw.mall.yahoo.com/item/p0052121599562,50,銷售件數：6
寶雅,2017-06-04 12:10:50,澡享男性沐浴乳1000ml雪松白麝香【寶雅】男性,235元,https://tw.mall.yahoo.com/item/p0052129249031,50,銷售件數：1
寶雅,2017-06-04 12:10:50,香蕉船運動系列防曬乳液SPF50(90ml)【寶雅】,199元,https://tw.mall.yahoo.com/item/p0052103766794,50,銷售件數：1
寶雅,2017-06-04 12:10:51,曼秀雷敦SKINAQUA水潤肌美白水感防曬露80g【寶雅】,229元,https://tw.mall.yahoo.com/item/p0052103766733,50,銷售件數：0
寶雅,2017-06-04 12:10:51,韓國 海苔酥40g(兩款任選)【寶雅】,49元,https://tw.mall.yahoo.com/item/p0052125073387,50,銷售件數：0
寶雅,2017-06-04 12:10:52,繽紛純色彈力行李箱束帶【寶雅】行李箱 束帶,189元,https://tw.mall.yahoo.com/item/p0052116952223,50,銷售件數：0
寶雅,2017-06-04 12:10:52,秘境安全防盜包【寶雅】旅行 腰包,129元,https://tw.mall.yahoo.com/item/p0052116952381,50,銷售件數：0
寶雅,2017-06-04 12:10:53,媚比琳FIT ME遮遮稱奇遮瑕膏 6.8ml(4色任選)【寶雅】FIT ME 寶雅獨家 媚比琳 遮瑕膏,295元,https://tw.mall.yahoo.com/item/p0052129785843,50,銷售件數：85
寶雅,2017-06-04 12:10:54,【現貨】媚比琳FIT ME反孔特霧粉底液30ml(8色任選)【寶雅】FIT ME 寶雅獨家 媚比琳 粉底液,385元,https://tw.mall.yahoo.com/item/p0052123406151,50,銷售件數：32
寶雅,2017-06-04 12:10:54,霓淨思冰河醣蛋白深層保濕面膜(10入)【寶雅】霓淨思 N3 面膜,170元,https://tw.mall.yahoo.com/item/p0052110225598,50,銷售件數：12
寶雅,2017-06-04 12:10:55,【買一送一】Dr.FreeVenus藝群 玻尿酸精華液50ml【寶雅】FG特優 藝群 玻尿酸 精華液,449元,https://tw.mall.yahoo.com/item/p005296808667,50,銷售件數：7
寶雅,2017-06-04 12:10:56,【買一送一】韓國漢方衛生棉量多26cm16片【寶雅】莉蓮,159元,https://tw.mall.yahoo.com/item/p0052112652826,50,銷售件數：7
寶雅,2017-06-04 12:10:56,【買一送一】韓國漢方衛生棉日用23cm18片【寶雅】,159元,https://tw.mall.yahoo.com/item/p0052112652825,50,銷售件數：5
寶雅,2017-06-04 12:10:57,霓淨思神經醯胺潤澤保濕面膜【寶雅】霓淨思 N3 面膜,170元,https://tw.mall.yahoo.com/item/p0052110225637,50,銷售件數：9
寶雅,2017-06-04 12:10:57,【買一送一】韓國漢方衛生棉夜用29cm14片【寶雅】莉蓮,159元,https://tw.mall.yahoo.com/item/p0052112652836,50,銷售件數：7
寶雅,2017-06-04 12:10:58,【oserio歐瑟若】FLG-351時尚多彩中文體脂計【寶雅】,1280元,https://tw.mall.yahoo.com/item/p0052132189297,50,銷售件數：4
寶雅,2017-06-04 12:10:58,霓淨思深海藍藻補水保濕面膜10片【寶雅】霓淨思 N3 面膜,170元,https://tw.mall.yahoo.com/item/p0052119265716,50,銷售件數：4
寶雅,2017-06-04 12:10:59,歐森好立善鎂發泡錠(200mg)【寶雅】,138元,https://tw.mall.yahoo.com/item/p0052114770078,50,銷售件數：11
寶雅,2017-06-04 12:11:00,【買一送一】DR.WU杏仁酸亮白化妝水150ml【寶雅】昆凌 DR.WU 杏仁酸 亮白,750元,https://tw.mall.yahoo.com/item/p0052101392987,50,銷售件數：3
寶雅,2017-06-04 12:11:00,【買一送一】韓國 Lilian 爽身粉香衛生棉(29cm/14片)【寶雅】/ 草本 韓國 Lilian,149元,https://tw.mall.yahoo.com/item/p005296130633,50,銷售件數：5
寶雅,2017-06-04 12:11:01,霓淨思紅石榴清透瑩白面膜10入【寶雅】霓淨思 N3 面膜,170元,https://tw.mall.yahoo.com/item/p0052123248209,50,銷售件數：4
寶雅,2017-06-04 12:11:03,霓淨思杏仁酸淨膚亮白面膜10片【寶雅】霓淨思 N3 面膜,170元,https://tw.mall.yahoo.com/item/p0052110225575,50,銷售件數：3
寶雅,2017-06-04 12:11:04,霓淨思N7自拍免修修亮白面膜4入【寶雅】面膜 霓淨思 N7,150元,https://tw.mall.yahoo.com/item/p0052110225618,50,銷售件數：4
寶雅,2017-06-04 12:11:04,【買一送一】愛康抗菌衛生棉24cm日用型(8片/包)【寶雅】愛康 抗菌 衛生棉 日用,99元,https://tw.mall.yahoo.com/item/p0052132237419,50,銷售件數：9
寶雅,2017-06-04 12:11:05,霓淨思N7跑趴超貼妝保濕面膜4入【寶雅】霓淨思 N7 面膜,150元,https://tw.mall.yahoo.com/item/p0052110225622,50,銷售件數：5
寶雅,2017-06-04 12:11:06,凱婷零瑕肌密粉底液30ml(六色任選)【寶雅】凱婷 KATE 零瑕肌密 粉底液,425元,https://tw.mall.yahoo.com/item/p0052132092569,50,銷售件數：4
寶雅,2017-06-04 12:11:07,【買1送1】Dr.FreeVenus藝群Q10胺基酸洗面乳150ml【寶雅】胺基酸 洗面乳 Q10 藝群,341元,https://tw.mall.yahoo.com/item/p0052104276876,50,銷售件數：3
寶雅,2017-06-04 12:11:07,凱婷零瑕肌密CC飾底霜【寶雅】凱婷 KATE 零瑕肌密 飾底霜,281元,https://tw.mall.yahoo.com/item/p0052132094253,50,銷售件數：2
寶雅,2017-06-04 12:11:08,heme Baby Q 透明粉撲【寶雅】,189元,https://tw.mall.yahoo.com/item/p0052131879794,50,銷售件數：4
寶雅,2017-06-04 12:11:08,Shelim高效保濕精華面膜-膠原蛋白25ml【寶雅】,11元,https://tw.mall.yahoo.com/item/p0052131849753,50,銷售件數：2
寶雅,2017-06-04 12:11:09,Shelim高效保濕精華面膜-綠茶25ml【寶雅】,11元,https://tw.mall.yahoo.com/item/p0052131849468,50,銷售件數：6
寶雅,2017-06-04 12:11:10,Shelim高效保濕精華面膜-黃瓜25ml【寶雅】,11元,https://tw.mall.yahoo.com/item/p0052131849463,50,銷售件數：2
寶雅,2017-06-04 12:11:11,Shelim高效保濕精華面膜#珍珠25ml【寶雅】,11元,https://tw.mall.yahoo.com/item/p0052131849458,50,銷售件數：2
寶雅,2017-06-04 12:11:12,Bifesta碧菲絲特卸妝棉46張-兩款任選【寶雅】,189元,https://tw.mall.yahoo.com/item/p0052131849454,50,銷售件數：5
寶雅,2017-06-04 12:11:13,Shelim高效保濕精華面膜#蘆薈25ml【寶雅】,11元,https://tw.mall.yahoo.com/item/p0052131849451,50,銷售件數：2
寶雅,2017-06-04 12:11:13,霓淨思N7低頭追劇緊實面膜4入【寶雅】面膜 霓淨思 N7,150元,https://tw.mall.yahoo.com/item/p0052110225626,50,銷售件數：2
寶雅,2017-06-04 12:11:15,【買一送一】愛康抗菌衛生棉28cm夜用型(7片/包)【寶雅】愛康 抗菌 衛生棉 夜用,99元,https://tw.mall.yahoo.com/item/p0052132237750,50,銷售件數：3
